Trials,CritCount,CuedSwitch,UnCuedSwitch,TPR,FPR,ans
150,74,68,56,85,10,0.6
150,83,72,16,85,10,0.6
150,80,70,43,85,10,0.6
150,82,75,5,85,10,0.6
150,70,61,37,85,10,0.6
150,72,68,40,85,10,0.6
150,74,68,5,85,10,0.6
150,85,76,43,85,10,0.6
150,86,77,17,85,10,0.6
150,81,67,98,85,10,0.6
150,85,72,98,85,10,0.6
150,74,68,46,85,10,0.6
150,78,71,47,85,10,0.6
150,71,57,150,85,10,0.6
150,73,61,120,85,10,0.6
150,74,72,4,85,10,0.6
150,85,79,69,85,10,0.6
150,65,63,3,85,10,0.6
150,72,63,53,85,10,0.6
150,70,64,97,85,10,0.6
150,80,71,15,85,10,0.6
150,67,62,1,85,10,0.6
150,84,73,26,85,10,0.6
150,74,68,31,85,10,0.6
150,77,73,54,85,10,0.6
150,70,63,104,85,10,0.6
150,64,58,86,85,10,0.6
150,76,69,0,85,10,0.6
150,77,72,38,85,10,0.6
150,76,66,8,85,10,0.6
150,84,75,38,85,10,0.6
150,78,74,5,85,10,0.6
150,77,71,39,85,10,0.6
150,76,73,3,85,10,0.6
150,76,64,67,85,10,0.6
150,74,71,26,85,10,0.6
150,69,55,0,75,5,0.2
150,73,59,0,75,5,0.2
150,86,69,4,75,5,0.2
150,79,64,1,75,5,0.2
150,67,56,1,75,5,0.2
150,72,60,1,75,5,0.2
150,75,56,2,75,5,0.2
150,82,61,0,75,5,0.2
150,68,41,91,75,5,0.2
150,80,67,1,75,5,0.2
150,77,66,1,75,5,0.2
150,75,57,38,75,5,0.2
150,88,70,1,75,5,0.2
150,76,53,0,75,5,0.2
150,65,56,0,75,5,0.2
150,77,70,0,75,5,0.2
150,72,55,0,75,5,0.2
150,87,76,0,75,5,0.2
150,67,59,2,75,5,0.2
150,75,51,1,75,5,0.2
150,68,58,0,75,5,0.2
150,75,57,0,75,5,0.2
150,79,61,0,75,5,0.2
150,71,55,2,75,5,0.2
150,78,63,0,75,5,0.2
150,78,65,0,75,5,0.2
150,80,68,1,75,5,0.2
150,74,58,0,75,5,0.2
150,75,63,0,75,5,0.2
150,76,61,0,75,5,0.2
150,77,63,9,75,5,0.2
150,82,60,0,75,5,0.2
150,76,63,1,75,5,0.2
150,74,63,0,75,5,0.2
150,78,65,0,75,5,0.2
150,71,60,0,75,5,0.2
150,76,58,0,75,5,0.2
150,78,62,0,75,5,0.2
150,74,59,0,75,5,0.2
150,78,61,0,75,5,0.2
150,80,60,1,75,5,0.2
150,72,60,0,75,5,0.2
150,71,62,1,75,5,0.2
150,76,65,0,75,5,0.2
150,62,54,6,75,5,0.2
150,83,68,0,75,5,0.2
150,80,62,0,75,5,0.2
150,86,64,2,75,5,0.2
150,80,69,1,75,5,0.2
150,82,65,2,75,5,0.2
150,69,56,0,75,5,0.2
150,81,62,0,75,5,0.2
150,77,65,0,75,5,0.2
150,82,54,1,75,5,0.2
150,73,63,39,75,5,0.2
150,75,61,2,75,5,0.2
150,80,67,0,75,5,0.2
150,77,63,1,75,5,0.2
150,75,65,3,75,5,0.2
150,73,57,0,75,5,0.2
150,73,58,0,75,5,0.2
150,89,71,2,75,5,0.2
150,82,60,0,75,5,0.2
150,81,56,1,75,5,0.2
150,75,58,11,75,5,0.2
150,74,68,1,75,5,0.2
150,86,59,0,75,5,0.2
150,87,70,2,75,5,0.2
150,77,67,5,75,5,0.2
150,76,64,0,75,5,0.2
150,65,54,0,75,5,0.2
150,64,50,0,75,5,0.2
150,84,69,0,75,5,0.2
150,72,61,0,75,5,0.2
150,80,57,2,75,5,0.2
150,79,66,0,75,5,0.2
150,77,60,4,75,5,0.2
150,78,67,0,75,5,0.2
150,66,54,4,75,5,0.2
150,85,65,0,75,5,0.2
150,82,63,1,75,5,0.2
150,66,58,0,75,5,0.2
150,82,61,0,75,5,0.2
150,76,61,0,75,5,0.2
150,84,66,6,75,5,0.2
150,82,71,0,75,5,0.2
150,82,71,0,75,5,0.2
150,75,60,0,75,5,0.2
150,76,53,0,75,5,0.2
150,78,63,0,75,5,0.2
150,79,56,51,75,5,0.2
150,81,71,1,75,5,0.2
150,74,59,5,75,5,0.2
150,71,61,2,75,5,0.2
150,83,69,2,75,5,0.2
150,65,56,1,75,5,0.2
150,73,65,0,75,5,0.2
150,76,58,3,75,5,0.2
150,78,55,81,75,5,0.2
150,73,53,0,75,5,0.2
150,63,55,2,75,5,0.2
150,71,58,0,75,5,0.2
150,75,56,4,75,5,0.2
150,72,58,0,75,5,0.2
150,74,57,0,75,5,0.2
150,71,54,8,75,5,0.2
150,70,53,1,75,5,0.2
150,82,69,1,75,5,0.2
150,75,61,0,75,5,0.2
150,84,66,4,75,5,0.2
150,69,51,1,75,5,0.2
150,89,66,0,75,5,0.2
150,79,59,0,75,5,0.2
150,68,53,1,75,5,0.2
150,82,63,0,75,5,0.2
150,74,59,2,75,5,0.2
150,84,70,1,75,5,0.2
150,81,65,2,75,5,0.2
150,73,63,8,75,5,0.2
150,68,53,9,75,5,0.2
150,74,71,0,75,5,0.2
150,82,70,0,75,5,0.2
150,77,58,2,75,5,0.2
150,80,52,0,75,5,0.2
150,78,70,1,75,5,0.2
150,85,55,1,75,5,0.2
150,76,59,0,75,5,0.2
150,71,55,0,75,5,0.2
150,79,58,0,75,5,0.2
150,77,64,0,75,5,0.2
150,71,57,1,75,5,0.2
150,78,65,1,75,5,0.2
150,78,58,0,75,5,0.2
150,84,73,0,75,5,0.2
150,81,56,0,75,5,0.2
150,80,58,0,75,5,0.2
150,62,49,0,75,5,0.2
150,89,60,19,75,5,0.2
150,78,60,0,75,5,0.2
150,69,58,0,75,5,0.2
150,74,66,1,75,5,0.2
150,76,51,89,75,5,0.2
150,76,58,8,75,5,0.2
150,76,61,0,75,5,0.2
150,80,63,1,75,5,0.2
150,75,53,0,75,5,0.2
150,83,57,2,75,5,0.2
150,74,63,4,75,5,0.2
150,75,56,0,75,5,0.2
150,79,70,13,75,5,0.2
150,75,53,3,75,5,0.3
150,73,56,0,75,5,0.3
150,65,52,69,75,5,0.3
150,78,65,4,75,5,0.3
150,74,57,47,75,5,0.3
150,73,49,6,75,5,0.3
150,78,60,2,75,5,0.3
150,65,50,0,75,5,0.3
150,75,65,0,75,5,0.3
150,68,65,2,75,5,0.3
150,60,42,10,75,5,0.3
150,70,62,3,75,5,0.3
150,66,59,1,75,5,0.3
150,67,54,8,75,5,0.3
150,71,55,6,75,5,0.3
150,79,58,1,75,5,0.3
150,75,51,2,75,5,0.3
150,85,60,0,75,5,0.3
150,75,62,4,75,5,0.3
150,73,58,7,75,5,0.3
150,76,63,0,75,5,0.3
150,77,66,2,75,5,0.3
150,79,62,1,75,5,0.3
150,86,65,1,75,5,0.3
150,86,71,2,75,5,0.3
150,77,70,1,75,5,0.3
150,76,53,0,75,5,0.3
150,84,76,0,75,5,0.3
150,83,69,1,75,5,0.3
150,79,69,8,75,5,0.3
150,77,59,1,75,5,0.3
150,78,63,0,75,5,0.3
150,84,62,6,75,5,0.3
150,73,57,0,75,5,0.3
150,75,64,13,75,5,0.3
150,66,47,0,75,5,0.3
150,68,53,0,75,5,0.3
150,69,50,0,75,5,0.3
150,70,58,0,75,5,0.3
150,78,62,1,75,5,0.3
150,81,66,1,75,5,0.3
150,79,58,2,75,5,0.3
150,76,67,2,75,5,0.3
150,68,57,1,75,5,0.3
150,75,63,0,75,5,0.3
150,71,56,15,75,5,0.3
150,80,61,0,75,5,0.3
150,77,64,0,75,5,0.3
150,61,55,0,75,5,0.3
150,88,68,0,75,5,0.3
150,73,64,0,75,5,0.3
150,84,58,3,75,5,0.3
150,76,57,0,75,5,0.3
150,71,59,1,75,5,0.3
150,79,55,1,75,5,0.3
150,84,52,29,75,5,0.3
150,83,64,0,75,5,0.3
150,84,57,1,75,5,0.3
150,75,60,2,75,5,0.3
150,77,63,3,75,5,0.3
150,70,46,24,75,5,0.3
150,84,60,15,75,5,0.3
150,78,56,2,75,5,0.3
150,76,68,2,75,5,0.3
150,73,51,8,75,5,0.3
150,87,64,0,75,5,0.3
150,77,52,1,75,5,0.3
150,77,54,2,75,5,0.3
150,74,52,30,75,5,0.3
150,85,66,0,75,5,0.3
150,79,64,1,75,5,0.3
150,74,58,6,75,5,0.3
150,81,64,1,75,5,0.3
150,83,66,2,75,5,0.3
150,80,62,0,75,5,0.3
150,70,56,8,75,5,0.3
150,72,59,1,75,5,0.3
150,75,63,0,75,5,0.3
150,89,57,2,75,5,0.3
150,75,62,1,75,5,0.3
150,73,52,3,75,5,0.3
150,90,77,25,75,5,0.3
150,75,64,2,75,5,0.3
150,80,66,0,75,5,0.3
150,73,59,0,75,5,0.3
150,75,59,0,75,5,0.3
150,79,60,0,75,5,0.3
150,71,61,5,75,5,0.3
150,79,65,0,75,5,0.3
150,83,63,5,75,5,0.3
150,82,57,0,75,5,0.3
150,76,66,0,75,5,0.3
150,71,56,6,75,5,0.3
150,92,65,2,75,5,0.3
150,74,57,8,75,5,0.3
150,78,59,1,75,5,0.3
150,82,63,1,75,5,0.3
150,75,61,0,75,5,0.3
150,75,55,0,75,5,0.3
150,75,66,1,75,5,0.3
150,69,54,0,75,5,0.3
150,69,58,8,75,5,0.3
150,76,54,0,75,5,0.3
150,79,59,2,75,5,0.3
150,70,62,0,75,5,0.3
150,80,66,0,75,5,0.3
150,81,66,1,75,5,0.3
150,78,65,0,75,5,0.3
150,74,55,0,75,5,0.3
150,77,59,1,75,5,0.3
150,80,67,2,75,5,0.3
150,71,61,9,75,5,0.3
150,83,67,0,75,5,0.3
150,73,61,10,75,5,0.3
150,75,59,48,75,5,0.3
150,72,57,12,75,5,0.3
150,83,66,1,75,5,0.3
150,71,58,3,75,5,0.3
150,74,66,0,75,5,0.3
150,76,61,1,75,5,0.3
150,80,67,0,75,5,0.3
150,74,60,1,75,5,0.3
150,71,56,1,75,5,0.3
150,77,59,0,75,5,0.3
150,72,60,0,75,5,0.3
150,84,58,0,75,5,0.3
150,79,52,7,75,5,0.3
150,74,54,6,75,5,0.3
150,85,68,0,75,5,0.3
150,77,58,0,75,5,0.3
150,75,60,0,75,5,0.3
150,81,70,2,75,5,0.3
150,69,60,0,75,5,0.3
150,73,59,2,75,5,0.3
150,71,60,4,75,5,0.3
150,74,57,9,75,5,0.3
150,71,58,32,75,5,0.3
150,80,64,0,75,5,0.3
150,70,52,10,75,5,0.3
150,84,73,1,75,5,0.3
150,76,58,2,75,5,0.3
150,81,72,0,75,5,0.3
150,75,56,2,75,5,0.3
150,76,62,0,75,5,0.3
150,76,60,0,75,5,0.3
150,67,55,0,75,5,0.3
150,79,61,0,75,5,0.3
150,69,54,18,75,5,0.3
150,80,62,0,75,5,0.3
150,80,59,3,75,5,0.3
150,71,59,1,75,5,0.4
150,76,58,10,75,5,0.4
150,82,64,0,75,5,0.4
150,77,59,4,75,5,0.4
150,82,70,3,75,5,0.4
150,83,64,3,75,5,0.4
150,76,57,0,75,5,0.4
150,73,59,1,75,5,0.4
150,86,66,0,75,5,0.4
150,79,65,2,75,5,0.4
150,74,58,0,75,5,0.4
150,71,58,4,75,5,0.4
150,88,77,0,75,5,0.4
150,72,55,1,75,5,0.4
150,78,66,10,75,5,0.4
150,74,60,0,75,5,0.4
150,81,62,2,75,5,0.4
150,75,59,24,75,5,0.4
150,74,56,0,75,5,0.4
150,71,64,2,75,5,0.4
150,83,66,19,75,5,0.4
150,77,60,12,75,5,0.4
150,74,59,28,75,5,0.4
150,73,62,11,75,5,0.4
150,85,71,0,75,5,0.4
150,81,74,13,75,5,0.4
150,89,71,3,75,5,0.4
150,87,72,0,75,5,0.4
150,77,54,2,75,5,0.4
150,71,59,4,75,5,0.4
150,70,54,0,75,5,0.4
150,74,65,3,75,5,0.4
150,81,68,2,75,5,0.4
150,80,66,3,75,5,0.4
150,68,54,0,75,5,0.4
150,74,64,4,75,5,0.4
150,72,55,0,75,5,0.4
150,66,52,0,75,5,0.4
150,75,59,2,75,5,0.4
150,85,68,0,75,5,0.4
150,71,55,1,75,5,0.4
150,64,56,46,75,5,0.4
150,71,59,0,75,5,0.4
150,86,70,2,75,5,0.4
150,78,64,0,75,5,0.4
150,71,55,1,75,5,0.4
150,81,58,3,75,5,0.4
150,88,69,5,75,5,0.4
150,78,57,38,75,5,0.4
150,78,64,0,75,5,0.4
150,80,63,8,75,5,0.4
150,71,56,0,75,5,0.4
150,77,58,14,75,5,0.4
150,81,63,2,75,5,0.4
150,76,63,0,75,5,0.4
150,81,64,1,75,5,0.4
150,77,61,6,75,5,0.4
150,83,69,11,75,5,0.4
150,71,62,0,75,5,0.4
150,80,56,2,75,5,0.4
150,85,66,12,75,5,0.4
150,72,70,0,75,5,0.4
150,65,51,4,75,5,0.4
150,80,67,1,75,5,0.4
150,84,70,2,75,5,0.4
150,76,63,5,75,5,0.4
150,70,57,7,75,5,0.4
150,70,52,1,75,5,0.4
150,84,66,3,75,5,0.4
150,72,58,27,75,5,0.4
150,78,61,3,75,5,0.4
150,70,55,3,75,5,0.4
150,79,60,0,75,5,0.4
150,70,54,22,75,5,0.4
150,73,59,4,75,5,0.4
150,83,62,13,75,5,0.4
150,86,69,31,75,5,0.4
150,74,56,3,75,5,0.4
150,64,42,8,75,5,0.4
150,69,49,4,75,5,0.4
150,69,54,45,75,5,0.4
150,73,60,0,75,5,0.4
150,71,61,12,75,5,0.4
150,79,64,1,75,5,0.4
150,82,63,1,75,5,0.4
150,85,61,15,75,5,0.4
150,66,58,87,75,5,0.4
150,73,55,2,75,5,0.4
150,75,63,11,75,5,0.4
150,82,63,4,75,5,0.4
150,82,64,50,75,5,0.4
150,75,53,28,75,5,0.4
150,77,61,85,75,5,0.4
150,76,63,13,75,5,0.4
150,76,63,0,75,5,0.4
150,88,73,0,75,5,0.4
150,78,58,0,75,5,0.4
150,86,68,0,75,5,0.4
150,75,62,1,75,5,0.4
150,71,59,7,75,5,0.4
150,73,56,30,75,5,0.4
150,78,65,0,75,5,0.4
150,66,59,1,75,5,0.4
150,79,60,0,75,5,0.4
150,67,60,0,75,5,0.4
150,78,58,1,75,5,0.4
150,74,57,24,75,5,0.4
150,68,47,17,75,5,0.4
150,71,55,2,75,5,0.4
150,78,62,55,75,5,0.4
150,80,65,16,75,5,0.4
150,81,68,0,75,5,0.4
150,74,64,11,75,5,0.4
150,82,65,2,75,5,0.4
150,75,60,6,75,5,0.4
150,65,55,2,75,5,0.4
150,71,58,9,75,5,0.4
150,76,64,0,75,5,0.4
150,66,57,0,75,5,0.4
150,83,68,59,75,5,0.4
150,79,60,2,75,5,0.4
150,80,67,0,75,5,0.4
150,71,60,0,75,5,0.4
150,79,67,3,75,5,0.4
150,75,59,0,75,5,0.4
150,80,67,0,75,5,0.4
150,71,49,7,75,5,0.4
150,86,64,0,75,5,0.4
150,68,57,1,75,5,0.4
150,73,55,1,75,5,0.4
150,89,72,0,75,5,0.4
150,73,57,18,75,5,0.4
150,70,54,3,75,5,0.4
150,81,60,3,75,5,0.4
150,85,68,4,75,5,0.4
150,74,57,3,75,5,0.4
150,86,70,26,75,5,0.4
150,90,74,0,75,5,0.4
150,80,57,0,75,5,0.4
150,70,60,7,75,5,0.4
150,64,52,3,75,5,0.4
150,74,58,51,75,5,0.4
150,80,62,0,75,5,0.4
150,80,66,1,75,5,0.4
150,80,62,3,75,5,0.4
150,84,70,0,75,5,0.4
150,70,51,1,75,5,0.4
150,75,61,26,75,5,0.4
150,78,66,0,75,5,0.4
150,81,68,3,75,5,0.4
150,82,64,4,75,5,0.5
150,72,58,7,75,5,0.5
150,64,56,1,75,5,0.5
150,75,57,0,75,5,0.5
150,85,68,100,75,5,0.5
150,81,63,11,75,5,0.5
150,74,65,0,75,5,0.5
150,71,58,7,75,5,0.5
150,87,72,10,75,5,0.5
150,80,59,13,75,5,0.5
150,72,59,5,75,5,0.5
150,73,60,51,75,5,0.5
150,73,66,7,75,5,0.5
150,76,51,64,75,5,0.5
150,83,70,1,75,5,0.5
150,78,58,1,75,5,0.5
150,83,68,2,75,5,0.5
150,71,56,0,75,5,0.5
150,82,64,5,75,5,0.5
150,79,61,0,75,5,0.5
150,80,60,0,75,5,0.5
150,67,53,2,75,5,0.5
150,85,66,0,75,5,0.5
150,84,66,75,75,5,0.5
150,81,73,29,75,5,0.5
150,83,60,0,75,5,0.5
150,79,54,135,75,5,0.5
150,78,55,30,75,5,0.5
150,79,62,1,75,5,0.5
150,80,71,5,75,5,0.5
150,82,65,0,75,5,0.5
150,87,73,1,75,5,0.5
150,74,52,3,75,5,0.5
150,77,58,4,75,5,0.5
150,76,61,55,75,5,0.5
150,71,56,5,75,5,0.5
150,78,67,3,75,5,0.5
150,91,70,42,75,5,0.5
150,69,56,8,75,5,0.5
150,74,58,6,75,5,0.5
150,87,69,2,75,5,0.5
150,72,54,12,75,5,0.5
150,77,63,0,75,5,0.5
150,67,61,4,75,5,0.5
150,76,67,7,75,5,0.5
150,79,61,1,75,5,0.5
150,72,58,7,75,5,0.5
150,72,50,75,75,5,0.5
150,85,62,5,75,5,0.5
150,73,57,53,75,5,0.5
150,69,53,3,75,5,0.5
150,74,59,73,75,5,0.5
150,66,59,4,75,5,0.5
150,67,57,20,75,5,0.5
150,74,60,2,75,5,0.5
150,71,56,6,75,5,0.5
150,72,52,16,75,5,0.5
150,79,61,28,75,5,0.5
150,88,72,7,75,5,0.5
150,72,58,2,75,5,0.5
150,66,53,0,75,5,0.5
150,89,67,8,75,5,0.5
150,63,45,72,75,5,0.5
150,76,64,47,75,5,0.5
150,76,62,9,75,5,0.5
150,78,68,123,75,5,0.5
150,73,57,41,75,5,0.5
150,73,64,0,75,5,0.5
150,82,69,8,75,5,0.5
150,84,54,139,75,5,0.5
150,85,68,32,75,5,0.5
150,69,47,36,75,5,0.5
150,75,56,41,75,5,0.5
150,72,56,27,75,5,0.5
150,79,68,0,75,5,0.5
150,75,57,58,75,5,0.5
150,67,54,0,75,5,0.5
150,78,60,3,75,5,0.5
150,79,64,47,75,5,0.5
150,68,53,12,75,5,0.5
150,85,58,48,75,5,0.5
150,74,56,14,75,5,0.5
150,72,58,17,75,5,0.5
150,71,61,21,75,5,0.5
150,71,56,1,75,5,0.5
150,78,63,0,75,5,0.5
150,65,47,78,75,5,0.5
150,67,54,62,75,5,0.5
150,69,50,79,75,5,0.5
150,77,64,1,75,5,0.5
150,65,50,0,75,5,0.5
150,71,51,13,75,5,0.5
150,70,64,1,75,5,0.5
150,72,59,25,75,5,0.5
150,65,49,14,75,5,0.5
150,74,51,3,75,5,0.5
150,79,59,3,75,5,0.5
150,63,47,0,75,5,0.5
150,77,71,34,75,5,0.5
150,78,61,74,75,5,0.5
150,79,61,13,75,5,0.5
150,73,56,1,75,5,0.5
150,72,65,0,75,5,0.5
150,73,55,34,75,5,0.5
150,63,53,1,75,5,0.5
150,82,71,24,75,5,0.5
150,81,63,49,75,5,0.5
150,88,64,7,75,5,0.5
150,68,59,34,75,5,0.5
150,77,70,21,75,5,0.5
150,73,54,9,75,5,0.5
150,78,61,67,75,5,0.5
150,84,64,48,75,5,0.5
150,77,71,10,75,5,0.5
150,70,49,45,75,5,0.5
150,85,63,0,75,5,0.5
150,80,71,2,75,5,0.5
150,85,65,0,75,5,0.5
150,88,73,3,75,5,0.5
150,75,61,1,75,5,0.5
150,80,58,0,75,5,0.5
150,85,64,0,75,5,0.5
150,73,54,15,75,5,0.5
150,66,54,25,75,5,0.5
150,68,50,28,75,5,0.5
150,70,49,39,75,5,0.5
150,73,56,0,75,5,0.5
150,72,62,15,75,5,0.5
150,74,56,0,75,5,0.5
150,71,56,1,75,5,0.5
150,73,60,3,75,5,0.5
150,66,49,6,75,5,0.5
150,73,60,63,75,5,0.5
150,75,55,3,75,5,0.5
150,82,60,28,75,5,0.5
150,64,55,5,75,5,0.5
150,78,74,3,75,5,0.5
150,80,70,4,75,5,0.5
150,87,67,0,75,5,0.5
150,66,57,82,75,5,0.5
150,87,67,2,75,5,0.5
150,70,56,44,75,5,0.5
150,81,61,39,75,5,0.5
150,69,49,45,75,5,0.5
150,87,66,1,75,5,0.5
150,69,55,21,75,5,0.5
150,86,64,1,75,5,0.5
150,77,65,26,75,5,0.5
150,77,67,3,75,5,0.5
150,74,58,71,75,5,0.5
150,77,56,54,75,5,0.6
150,70,51,27,75,5,0.6
150,83,62,79,75,5,0.6
150,75,60,36,75,5,0.6
150,85,70,32,75,5,0.6
150,76,71,41,75,5,0.6
150,80,61,1,75,5,0.6
150,78,64,7,75,5,0.6
150,86,68,88,75,5,0.6
150,76,57,59,75,5,0.6
150,75,55,3,75,5,0.6
150,71,53,87,75,5,0.6
150,72,56,46,75,5,0.6
150,73,53,57,75,5,0.6
150,71,54,1,75,5,0.6
150,70,56,20,75,5,0.6
150,85,68,4,75,5,0.6
150,75,56,39,75,5,0.6
150,67,61,80,75,5,0.6
150,65,39,71,75,5,0.6
150,90,69,61,75,5,0.6
150,85,63,32,75,5,0.6
150,79,62,8,75,5,0.6
150,72,58,5,75,5,0.6
150,70,50,89,75,5,0.6
150,76,54,49,75,5,0.6
150,80,63,38,75,5,0.6
150,70,50,113,75,5,0.6
150,80,67,1,75,5,0.6
150,67,49,78,75,5,0.6
150,77,50,143,75,5,0.6
150,78,59,12,75,5,0.6
150,86,55,63,75,5,0.6
150,78,51,117,75,5,0.6
150,84,67,30,75,5,0.6
150,72,54,41,75,5,0.6
150,74,59,54,75,5,0.6
150,68,57,35,75,5,0.6
150,83,57,68,75,5,0.6
150,76,52,70,75,5,0.6
150,73,51,22,75,5,0.6
150,78,60,13,75,5,0.6
150,69,53,0,75,5,0.6
150,73,55,15,75,5,0.6
150,85,63,92,75,5,0.6
150,74,54,18,75,5,0.6
150,83,59,23,75,5,0.6
150,77,63,44,75,5,0.6
150,78,60,100,75,5,0.6
150,83,70,98,75,5,0.6
150,76,54,2,75,5,0.6
150,82,69,14,75,5,0.6
150,70,55,17,75,5,0.6
150,76,56,13,75,5,0.6
150,83,64,3,75,5,0.6
150,83,64,0,75,5,0.6
150,77,59,28,75,5,0.6
150,76,58,12,75,5,0.6
150,68,51,96,75,5,0.6
150,77,53,73,75,5,0.6
150,77,55,5,75,5,0.6
150,77,59,12,75,5,0.6
150,86,74,7,75,5,0.6
150,77,58,6,75,5,0.6
150,64,51,66,75,5,0.6
150,65,50,113,75,5,0.6
150,79,59,40,75,5,0.6
150,89,75,76,75,5,0.6
150,75,57,4,75,5,0.6
150,88,75,10,75,5,0.6
150,78,68,2,75,5,0.6
150,77,51,138,75,5,0.6
150,82,70,2,75,5,0.6
150,76,61,51,75,5,0.6
150,82,65,29,75,5,0.6
150,81,55,34,75,5,0.6
150,75,58,1,75,5,0.6
150,83,52,101,75,5,0.6
150,67,44,65,75,5,0.6
150,73,50,94,75,5,0.6
150,72,63,1,75,5,0.6
150,82,65,37,75,5,0.6
150,82,58,3,75,5,0.6
150,76,56,118,75,5,0.6
150,75,57,37,75,5,0.6
150,75,56,67,75,5,0.6
150,75,57,84,75,5,0.6
150,81,59,48,75,5,0.6
150,82,68,94,75,5,0.6
150,67,45,119,75,5,0.6
150,76,63,29,75,5,0.6
150,76,51,53,75,5,0.6
150,68,55,13,75,5,0.6
150,71,55,120,75,5,0.6
150,77,59,45,75,5,0.6
150,85,64,46,75,5,0.6
150,75,52,90,75,5,0.6
150,75,65,109,75,5,0.6
150,76,56,44,75,5,0.6
150,74,57,100,75,5,0.6
150,74,58,1,75,5,0.6
150,82,66,2,75,5,0.6
150,74,57,20,75,5,0.6
150,70,54,95,75,5,0.6
150,81,62,61,75,5,0.6
150,79,65,1,75,5,0.6
150,71,57,15,75,5,0.6
150,69,45,63,75,5,0.6
150,80,61,1,75,5,0.6
150,71,60,1,75,5,0.6
150,80,58,88,75,5,0.6
150,78,60,85,75,5,0.6
150,79,64,20,75,5,0.6
150,84,73,1,75,5,0.6
150,69,43,126,75,5,0.6
150,74,46,92,75,5,0.6
150,78,65,9,75,5,0.6
150,71,58,3,75,5,0.6
150,80,63,48,75,5,0.6
150,71,59,54,75,5,0.6
150,74,54,127,75,5,0.6
150,73,65,35,75,5,0.6
150,72,57,143,75,5,0.6
150,70,52,85,75,5,0.6
150,84,67,5,75,5,0.6
150,71,58,23,75,5,0.6
150,75,54,102,75,5,0.6
150,62,43,148,75,5,0.6
150,88,68,46,75,5,0.6
150,80,58,37,75,5,0.6
150,79,60,28,75,5,0.6
